id,question,question_concept,choices,answerKey
e97a7b91a1ca85f362c42e04c983fc2a,Rudi jeung Ahmad méakkeun loba waktu pikeun silih komunikasi ngeunaan proyék maranéhanana. Waktu nu diperlukeun pikeun komunikasi slows turun naon?,komunikasi,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['statik', 'karéta pamikiran', 'kamajuan', 'mindahkeun informasi', 'gawé bareng']}",C
c4dcfeacbbc2d365a6fc34d8811e4ed6,Mana mungkin kadal kaget batur di Indonesia?,kadal,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['Bali', 'leuweung', 'gurun', 'taman', 'walungan']}",D
8f338dbffed1b6489297aeeace0e6388,"Rina kaleungitan langlayangan lantaran teu ati-ati. Ceuk pikir aya kénéh loba tali dina reel, tapi slipped ngaliwatan ramo na nalika anjeunna ngahontal naon?",langlayangan,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['leungeun barudak', 'wates kasabaran', 'toko hobi', 'tungtung tali', 'toko kaulinan']}",D
5fed6d8e79458a77fafccc77c5430166,"Andi téh pecandu alkohol sarta kalibet dina kacilakaan. Kusabab kasalahanana, anjeunna nyéépkeun 8 taun dimana waé. Dimana anjeunna?",alkohol,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['panjara', 'sasak', 'direhabilitasi', 'imah satengah jalan', 'imah tatangga']}",A
98f268fe3f6603dffd1ef3720e612adf,Dimana biasana aya lapangan maén bal anu henteu aya di jero gedong?,lapang maén bal,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['tempat kaulinan', 'Méksiko', 'kota', 'outdoor', 'Piala Dunya']}",D
f35128ce82c006de5f73efdd0f9cca06,Dimana luwak anu paling dipikaresep ditéwak?,luwak,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['Jawa', 'dina paribasa', 'sawah kopi', 'leuweung tropis', 'Bali']}",C
02c5b92d97670cdd5fbf7a1f697fbff8,"Suku Joko nyeri lumpat tataranjang suku dina aspal panas. Anjeunna kaleungitan sapatu, teu terang dimana aranjeunna murag, sareng kedah lumpat ti toko grosir di juru ka bumina. Saur anjeun dimana anjeunna lumpat?",aspal,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['amparan paku', 'kampung', 'penampilan pikaresepeun tur konsisten', 'blok kota', 'darat']}",D
6efacba15f0cd3ff31915405875895f8,Andi resep pisan bersaing kusabab anjeunna pisan kompetitif. Anjeunna resep ngabagi jalma kana kategori naon?,bersaing,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['winners na losers', 'ngalaksanakeun hadé', 'meureun meunang', 'eleh', 'musuh']}",A
586f0c1a627e0199a2e07b77e729f4dc,Andi meuli tangkal korma. Di bagian mana imah anjeunna pikir pepelakan bakal katingali saé?,tangkal korma,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['kamar kulawarga', 'leuweung tropis', 'kebon kembang', 'bioskop', 'salon rambut']}",A
ab6872dabd0cc54c55200282e19294f4,"Siti rék meuli karpét anyar. Tinta tumpah kana karpét kolotna. Sabenerna, manéhna teu nyaho naha aya mangsi dinya. Barang naon waé anu aya dina karpét?",karpét,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['panto hareup', 'pangkeng', 'Bangku gawé', 'méja makan', 'kamar diuk']}",C
6f18c3f29d65c51e1f4a79cc291b8a96,Siti sadar yén manéhna maot tina tatuna sabab manéhna bisa ngarasa dirina mimiti ngarasa naon?,maot,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['saré deui', 'janten tiis', 'maot jeung buruk', 'parobahan warna', 'eureun engapan']}",B
10a9268f59c783e75131ae08e28202a5,"Hiji jalan tol bisa ngalaman kamacetan, kamacetan ieu beuki parah beuki deukeut anjeun ka kota naon?",jalan tol,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['Jakarta', 'peta', 'dayeuh Indonésia', 'tempat istirahat', 'nagara']}",C
442dd2d372228b9942f55d761ef961a3,Dimana anjeun langkung sering mendakan stan telepon umum?,bilik telepon umum,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['SPBU', 'kota', 'Jakarta', 'stasiun karéta', 'bandara']}",B
a7f8089e91cf764119cc90d33bbe6c54,"Budi pindah jauh ti kulawargana. Anjeunna saeutik annoyed yén manéhna kudu ngalakukeun eta, tapi anjeunna diperlukeun pakasaban. Nanging, anjeunna langkung resep upami padamelanna langkung seueur naon?",Jauh,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['hadir', 'cicing di dieu', 'deukeut', 'aya', 'kadieu']}",C
8e3dfa1aa4cee48a75da9fcb203e754f,"James ngawadul yén gitar listrik Rani nyaring teuing sareng anjeunna henteu tiasa damel di bumi, janten anjeunna mutuskeun nyandak gitar akustik. Dimana anjeunna tiasa milarian hiji?",gitar akustik,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['imah', 'toko musik', 'studio', 'gudang', 'lomari']}",B
27fece3289aea6b667d3f2f3402327f8,"Budi milih teu nyitak kartu ucapan, sabab hayang leuwih pribadi. Jenis kartu naon anjeunna milih gantina?",nyitak,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['cursive', 'tulisan leungeun', 'purchases toko', 'média online', 'tulisan leungeun']}",E
278aa323f2f0790e40716b6bd5dbed91,Naon tiasa di lapangan maén bal?,lapang maén bal,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['Jakarta', 'universitas', 'kampus', 'pamaén', 'méter']}",D
c8660d8acad677ef247856e930a27f06,Budi ngarasakeun waktu nganjang ka Museum Nasional Indonésia. Anjeunna hoyong nyéépkeun langkung waktos di dinya supados anjeunna tiasa langkung seueur ngeunaan koleksi éta. Anjeunna jalma anu akademik pisan sareng resep kagiatan naon?,nganjang ka museum,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['suku capé', 'nambahan pangaweruh', 'nyeri deui', 'ngarasa bosen', 'mikir']}",B
dd1f94d7288ed696f2d83b04abbf27a7,"Upami anjeun milarian Orangutan, dimana anjeun bakal mendakanana?",Orangutan,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['Rusia', 'Di bumi', 'liang', 'leuweung hujan tropis', 'sawarga']}",D
6cf454a0c090977244f9230f1f378101,Keur naon batur butuh angklung?,angklung,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['galeri seni', 'toko musik', 'lagu', 'simfoni', 'orkestra']}",E
224ee9278a5d86a20259060906f98534,Jenis imah naon di Indonésia anu paling dipikaresep ngagaduhan loteng anu dieusi barang-barang sajarah?,loteng,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['luhureun imah', 'imah heubeul', 'imah kolonial Walanda', 'imah pribadi', 'bahan wangunan']}",B
bedecf8ae38e7a53da80867ce3bbf109,Dimana mikropon boom paling dipikaresep dipaké pikeun ngarekam albeum di Indonésia?,mikropon booming,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['stasiun radio', 'studio rékaman', 'konsér', 'studio televisi', 'Jakarta']}",B
ef5c48e2dda987a571e38050bc025089,"Ahmad panginten kartu Tazo Dufan-na biasa sareng teu aya hargana, tapi anjeunna salah. Sabenerna, naon kartu ieu?",biasa,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['pribadi', 'husus', 'herang', 'langka', 'henteu teratur']}",D
c3b6280d05a9f9c5b031fcbeaa0ce695,"Sanaos caket, tangkal apel mana anu bakal diimpor ka Indonesia?",tangkal apel,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['Jawa Barat', 'Bali', 'Sumatra', 'Australia', 'kembang']}",D
6a863576a54d17a6532e124a8b2ac15c,"Awéwé éta nyokot tina tangkal apel bari dikurilingan ku tangkal séjén, dimana manehna?",tangkal apel,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['Jawa Barat', 'kebon', 'Bali', 'Sumatra', 'pasar tani']}",B
fcd70a597379ac881085a01e342ad14d,"Upami kuring hoyong maksimalkeun jumlah palanggan poténsial, dimana kuring kedah ngawangun toko énggal?",Departemén toko,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['Papua', 'puseur balanja', 'kota gedé', 'di kota', 'Jakarta']}",C
d628915698086f4ce0803d11c956c81f,"Budi asup ka TNI lantaran hayang ngajajah sagala rupa wewengkon di Indonésia. Nalika operasi militer dimimitian, anjeunna ngan ningali hal kawas naon?",TNI,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['benteng', 'yatim piatu', 'medan perang', 'wewengkon séjén di Indonésia', 'perang']}",C
61db8bfe6897f7e9c94ca01f18b81247,Joko kakara jadi konser. Ieu posisi naon?,tukang konser,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['kotak biola', 'orkestra simfoni', 'kelas musik', 'diajar maén biola', 'toko musik']}",B
af05b2fcdea00def1a6b06d92f9e302e,Budi hayang nginum bir tapi pamajikanana teh pecandu alkohol anu keur masa percobaan. Kamana meureun manéhna indit?,alkohol,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['imah tatangga', 'sasak', 'imah', 'panyumputan homeless', 'panjara']}",A
273325ff03af43788ef0c0088b3b3e08,Nagara mana anu ibu kota Jakarta sareng bank BNI?,Bank BNI,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['Indonésia', 'Surabaya', 'Bandung', 'Bali', 'Yogyakarta']}",A
ff27630bebc1e4637efd60af36d3aa1a,"Upama présidén RI nepungan duta besar, di mana éta rapat téh?",présidén Indonésia,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['Istana Nasional', 'rohangan tuang', 'Kantor Présidén', 'kantor kamentrian luar nagri', 'gedung DPR/MPR']}",A
1a6d05487564a060d9636c28f3ad0f87,"Ahmad ngalamar pagawéan anu dipikahayang. Anjeunna terang yén padamelan éta leres pikeun anjeunna sareng anjeunna gaduh pangalaman, tapi anjeunna henteu gaduh sadayana kualifikasi anu diperyogikeun, janten naon anu anjeunna hariwang?",ngalamar padamelan,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['panarimaan', 'tampikan', 'harepan', 'kurang sare', 'gawe']}",B
9c9b4bcecee97fc89d278e6d80b3bd54,Tempat naon anu henteu salawasna gaduh ratu?,ratu,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['Sarang lebah', 'karaton Yogyakarta', 'karaton présidén', 'tumpukan kartu maén', 'kaulinan catur']}",C
9161571d68412336178789272c24de36,Dimana buah catur anu paling henteu dipikaresep tiasa dipendakan?,pion catur,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['dongéng', 'karaton', 'jaman abad pertengahan', 'papan catur', 'imah boneka']}",D
492c66f8eef0a7728604dfde2897fc83,Lomari diimpor ti Jawa. Andi ngagaleuh éta kusabab anjeunna terang éta bakal katingali saé. Dimana aranjeunna tiasa dipasang?,lomari,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['dapur', 'gudang dahareun', 'nyimpen pot jeung pan', 'dina hiber', 'Bali']}",A
8817dade72e2a2f4cb6c6931c866e286,"Budi jeung Bambang ngantri di supermarket. Aranjeunna nangtung sabari. Antrian pindah gancang, tapi barudak di hareup aranjeunna nyaring. Naon anu aranjeunna rasakeun?",nangtung dina antrian,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['hanjelu', 'kaganggu', 'reureuh', 'iritasi', 'teu disiplin']}",B
80470c5f592040322c50914bb4129d64,Dimana biasana sok aya salju di Indonesia?,salju,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['Papua', 'puncak kamulyaan', 'Jakarta', 'Gunung Bromo', 'Basisir Bali']}",B
6e95e20d2209385bfcc7992e8c89fa4f,"Upami aya anu ningali komodo sareng nangtung di propinsi anu aya di kiduleun sareng henteu langsung ka laut, dimana éta jalma?",komodo,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['di kebon binatang', 'Nusa Tenggara Timur', 'imah hayam', 'Yogyakarta', 'Jawa Tengah']}",B
98717aa79be7f97bd2bc30ddb955bde3,Dimana Mars manggihan Samudra Hindia di Indonésia?,Samudra Hindia,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['Sumatra', 'belahan kidul', 'planét', 'wétan', 'bumi']}",B
6ca5d748b657d22d2bb2309f1767b564,Budi manggihan liang gede di dataran handap. Naon ngaran nu bisa dibikeun ka liang ieu di Indonésia?,dataran rendah,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['Bukit', 'jurang', 'pasir polos', 'gawir', 'gunung']}",B
f463518f238f8f14a28eb0489241ca21,"Ani teu wawuh jeung Dodi, jadi teu betah ngobrol jeung Dodi. Kumaha sikepna bisa muncul?",wawuh,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['tiis', 'teu wawuh', 'teu dipikanyaho', 'teu biasa', 'Isin']}",A
e1f9e9a9768c9404e1d87cbeb46dbe46,"Dina perang ngalawan penjajah, pahlawan Indonesia henteu ninggalkeun perjuangan, tapi naon anu dilakukeun ngalawan musuh?",ninggalkeun,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['ngaku sapihak', 'jaga', 'nangkeup', 'seuri', 'gelut']}",E
7a91e4eaeae10587d4e2825059653676,Budi indit lantaran kolotna pasea jeung teu hayang cicing dimana?,indit,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['tim imah', 'hadir', 'Di bumi', 'mulang', 'metot']}",C
42d7d7be21fa10c33349698467034f8c,Dimana anjeun tiasa mendakan komodo moro nalika henteu aya di leuweung?,komodo,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['padang rumput hejo', 'pulo leutik sabudeureun Komodo', 'pantai', 'alam liar', 'Pulo Komodo']}",E
e3b05b99436effba6ae8badb4639e14c,Puting beliung cai katémbong di lautan lepas basisir wewengkon mana di Indonésia?,puting beliung cai,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['Bali', 'Jakarta', 'Surabaya', 'Pantai Anyer', 'Tasik Toba']}",D
77e89459b707580181a431f55ca1fcfd,"Ahmad kakurung di imahna. Anjeunna teu tiasa kaluar tina panto. Anjeunna sieun pisan nalika alarm detektor haseup pareum, tapi untungna éta alarm palsu. Naha anjeunna tiasa kajebak?",imah,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['seuneu', 'dipiboga ku', 'badai usum hujan', 'nyanghareup ka kidul', 'kaduruk kaluar']}",C
43421bedbb69408f17f0bd9a6f13922c,Sam teu satuju kana kaputusan Joko. Kumaha upami Budi ngeunaan kaputusan ieu?,teu satuju,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['satuju', 'tebih ti', 'digabungkeun', 'pikeun atawa', 'konjungsi']}",A
b910b271ebb1f2c795ac46ac0122d216,"Joko ngahormat pisan ka Siti, tapi henteu seueur jalma anu sami. Naon anu anjeunna nyanghareupan?",hormat,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['ngalalaworakeun', 'teu sopan', 'ngahina', 'ngahujat', 'kateupastian']}",C
4753575c41b5f93deb09592aad595a6d,Oray ieu mangrupa jenis Oray Weling. Ieu oray asalna ti wewengkon mana di Indonésia?,oray,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['Jawa', 'leuweung', 'alam liar', 'handapeun batu', 'Sulawesi']}",A
388a363c49e1b0aca8eaf18ccdde0caf,Dimana anjeun tiasa ningali jalan raya county salaku garis?,jalan raya kacamatan,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['ti langit', 'peta', 'meuntas kacamatan ku mobil', 'nagara', 'Jawa']}",B
d923f289af795f322c3c6fe6b8885c0c,Budi cicing di luhureun munara jangkung. Anjeunna tiasa ningali méga nalika ningali ka luar tina jandelana. Dimana anjeunna cicing?,munara,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['dina buku', 'stasiun radio', 'kota', 'munara', 'puri abad pertengahan']}",C
d21b0ce1c1792f1cdf920a81f9f5ee96,Ahmad mumbulkeun bal kana témbok. Aya udagan dina témbok pikeun mumbul. Saur anjeun dimana anjeunna?,bal,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['méja biliar', 'kotak kaulinan', 'kamar kaulinan', 'taman', 'lomari']}",C
7800e9bc2511cb1019528ccf43d56d2d,Kumaha seniman tiasa ngaabadikeun komodo salamina?,komodo,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['ngeruk', 'Taman Nasional Komodo', 'pulo', 'lukisan', 'spésiés langka']}",D
47a1390e08509d9faf6784178d81a7db,Budi peryogi tingkat sumanget pikeun masang rak di bumina tapi henteu mendakan. Dimana anjeunna kudu indit pikeun meunangkeun eta?,tingkat sumanget,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['gelas cai', 'ngawangun merata', 'garasi', 'toko tukang kayu', 'kaulinan pidéo']}",D
42c9c307aece1a6b1691f9cb450f67e4,Dimana jalma-jalma di Indonésia biasana mendakan tagihan saatos tuang roti?,tagihan,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['réstoran', 'DPR', 'amplop', 'kotak surat', 'toko kéju']}",A
6d81cf007ab5ee45c3c6ea70b0217d7b,"Upami anjeun ngarambat sapanjang jalan tol di Indonésia, objék kertas naon anu anjeun tiasa dianggo pikeun milarian jalan anjeun?",jalan tol,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['peta Indonésia', 'atlas', 'sertipikat tanah', 'brosur taman rekreasi', 'pintonan désa']}",A
af06700e92572a00e5f177fd07403ede,Dimana urang bakal manggihan habitat alam komodo?,Komodo,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['India', 'Pulo Komodo', 'kebon binatang', 'habitat', 'leuweung hujan']}",B
d1f93aa2d6cc775b48703a0c07e3e9ae,Dimana anjeun tiasa tuang buah dina sasak beureum?,buah,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['kulkas', 'sakola rékayasa', 'Sasak Ampera', 'tangkal', 'pasar']}",C
06ffff3ea996786d79bf42c918f72bad,"Upami abdi hoyong ningali komodo di habitat aslina tapi abdi henteu nyarios basa Indonesia, kedah ka mana?",komodo,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['Pulo Komodo', 'Jawa Barat', 'Sumatera Utara', 'Bali', 'Sulawesi Kidul']}",A
6e7a531df01ec7e26580f08da80a78fc,Anto jeung Joko gelut soal duit. Anto hoyong sadayana réngsé. Naon anu anjeunna tiasa laksanakeun?,Duit,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['ngadalikeun jalma', 'rengse sagalana', 'meuli dahareun', 'ningkatkeun kakuatan', 'maehan pikiran']}",B
781f925a12dc5d88bda34e1e628f4978,Siti muka dada pasén sareng mendakan jantung kadua. Pasén bisa jadi teu naon?,dada,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['Jakarta', 'sasatoan', 'toko antik', 'lalaki', 'pangkeng']}",D
1d9fa8cbc9c9adb1713cc02760b39bfa,Provinsi mana di Indonésia anu kasohor ku industri singkong?,singkong,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['Jawa Barat', 'Sumatera Utara', 'Nusa Tenggara Timur', 'Papua', 'Jawa Tengah']}",C
1723c0772019daa9b5b7994b3f5d66b5,"Aya panci anu ngan ukur kanggo ngadamel sambel cabe, dimana disimpenna?",pan,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['Jawa', 'Papua', 'cabinets dapur', 'Réstoran Indonésia', 'kulub endog']}",C
208e3e005df33bacc8e200ffdcac3e55,Rudi keur anteng nyanyi di hareupeun kelasna. Anjeunna gaduh seueur naon?,keur senang,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['seuri', 'kabagjaan', 'riang', 'opera', 'tatu']}",C
e31438e5294f34bd2571efc826aeda34,Dimana lodaya sumatera paling dipikaresep cicing?,macan sumatera,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['padang rumput hejo', 'sagara', 'sabana', 'Sumatra', 'leuweung hujan tropis']}",D
1f0724c374b6c96bf506d4497fe7f1a0,Dimana booming mikropon paling dipikaresep dianggo pikeun nutupan acara pasar saham?,mikropon booming,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['Jakarta', 'konsér musik', 'studio televisi', 'acara hirup', 'studio rékaman']}",A
f92a15214f4ee700f610af9577ba435b,Andi panginten masihan AI pendidikan sekuler bakal janten pilihan anu langkung saé. Anjeunna ngarasa yén alternatif séjén bisa ngahasilkeun hal teuing naon?,sekuler,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['langgeng', 'religius', 'teu kaduga', 'suci', 'monastik']}",B
5958ac39cd56fbbb6edb1fbd968d187e,Dimana anjeun biasana mendakan tangkal Jati di Indonesia?,tangkal jati,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['Hutan Jati Jawa Tengah', 'Basisir Bali', 'Tasik Toba', 'departemén tatanén', 'Inggris']}",A
5962201a62f6b044e065e6806ed72cc2,Ahmad indit ka auditorium sarta ngadéngékeun biantara. Dimana anjeunna tiasa?,auditorium,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['balaréa', 'Sakola Luhur', 'kota', 'tempat', 'téater']}",B
9773369e220a97f62eabb55fbf70e7b9,Dimana warna bilik telepon umum biasana beureum?,bilik telepon umum,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['bandara', 'kota fiksi dina film', 'London', 'kota-kota', 'SPBU']}",C
90f4249934075b9709b2844b61cc6dbe,Ahmad téh lalaki anu maké korsi roda alatan kacilakaan. Dimana anjeunna kedah angkat dugi ka lantai tilu gedong apartemenna di Indonesia?,lalaki,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['angkutan angkasa', 'Jakarta', 'tangga', 'Puseur dayeuh', 'lift']}",E
de50bed5724db1209d35a08c0c2883f5,Siti téh anggota senior DPR. Naon anu anjeunna tiasa janten anggota?,senior,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['fasilitas hirup ditulungan', 'imah manula', 'SMA atawa kuliah', 'parpol', 'organisasi']}",D
3133e7abe32d0c3545a5a2b71362b435,"Pondok alit henteu sayogi, janten naon anu aranjeunna ningkatkeun?",pondok,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['villa', 'kapal angkasa', 'gedung serbaguna', 'karaton', 'hotél']}",A
3d074d935d1a8e960112291666789b80,Andi milarian lauk buntal di tempat anu teu caket sareng Amerika. Dimana anjeunna bakal kasampak?,lauk buntal,"{'label': ['A', 'B', 'C', 'D', 'E'], 'text': ['pasar lauk', 'cai Hawaii', 'Teluk Méksiko', 'laut tropis', 'Samudra Pasifik Kidul']}",A
